id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go to the farm land until it was open and accesible?,What is the type of the road available to the farm land?,How much distance should one travel from the farm land to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the farm land?,What are different Mobile network service providers available at the location of the farm land?,What are different Mobile network service providers available at the location of the farm land?,What are different Mobile network service providers available at the location of the farm land?,What are different Mobile network service providers available at the location of the farm land?,What are different Mobile network service providers available at the location of the farm land?,What are different Mobile network service providers available at the location of the farm land?,What is the type of structure of the farm land?,What is the type of security available for the farm land?,How many are employed in the farm land?,Where do you get water for operational purposes for the farm land?,What are the other source of water you depend upon?,How do you deal with the agricultural waste generated from the farm land?,What are the other mechanism used to discard the waste from the farm land?,Are the premises of farm land cleaned with disinfectant regularly?,How frequently are the premises at the farm land cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the farm land?,How many hours per day are you facing power cuts in the farm land?,What is the alternative energy source available for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How do you maintain records for operations of the farm land?,What are the other record mechanisms?,What are the areas the farm land gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the farm land?,What is the name of the organization?,Are you using digital technologies that can be used in the farm land?,For what purpose are you using digital tools here at the farm land?,Where do you procure inputs required for the farm land?,What other sources are used to get needed inputs?,What are different chemical inputs used in the farm land?,What other chemical inputs are used in the farm land?,What is the type of covering material used in the farm land?,What other type of covering material are used in the farm land?,What is the water source used for irrigation mechanism?,What other source of water do you depend upon for irrigation?,What is the type of irrigation mechanism used in the farm land?,What are other mechanism used for irrigation?,How does the farm land advertise about the services available?,What is the average operational cost per month to run the farm land?(Excluding Salary of the Employees),How much amount of products are produced in the farm land in a year?(In K.G),What is the type of agriculture products produced in the farm land?,What is the average cost per K.G of the products produced from the farm land?(In Rupees),What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,Which type of customers purchase the products produced in the farm land?,How does the customers transport the goods produced from the farm land?
5321,2019-05-14 09:38:02,Agriculture,Farm land,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.57969,93.85725,Approved,https://smartvillage.imagetrekk.com/storage/images/56nQxLrx0IRpM45808stTiJM8SsXMQCOw6AWbuJD.jpeg?asset_id=5321,kiwi farm,1,Kacha Road,5,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",2,Water from Government,,Discarded in Open Field,,No,,No,,None,,,,,,,Others,no records,"[""None""]",No,,No,,Local Supplier,,None,,None,,Ground Water,,Others,no irrigation,"[""Others""]",30000,2000,kiwi,1-100,None,None,None,None,"[""Others""]","[""Head Load""]"
5323,2019-05-14 09:38:12,Agriculture,Farm land,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58074,93.85611,Approved,https://smartvillage.imagetrekk.com/storage/images/zCPVTf24GM7qg27c20UYCh9W5ZOkJaqPfSglLHZr.jpeg?asset_id=5323,kiwi farm,1,Kacha Road,5,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0,Ground Water,bot,Discarded in Open Field,,No,,No,,None,,,,,,,Others,no records,"[""None""]",No,,No,,Local Supplier,,None,,Lath/Bamboo,,Rainfed,,Others,no irrigation,"[""Others""]",10000,1000,kiwi,1-100,None,None,None,None,"[""Others""]","[""Head Load""]"
5448,2019-05-15 06:16:37,Agriculture,Farm land,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.5887,93.84541,Approved,https://smartvillage.imagetrekk.com/storage/images/5dPpFoG1tjpkMGK3LrECQ85mdYKs8kqhZVv5fGg9.jpeg?asset_id=5448,paddy field,1,Kacha Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",30,River or Canal,,Discarded in Open Field,,Yes,3,No,,None,,,,,,,Others,no records,"[""None""]",No,,No,,Others,feom own nursery,None,,None,,Rainfed,,Canal Irrigation,,"[""Others""]",1500,500,rice,1-100,None,None,None,None,"[""Farmers"",""Others""]","[""Head Load""]"
5518,2019-05-16 04:13:28,Agriculture,Farm land,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.53114,93.8416,Approved,https://smartvillage.imagetrekk.com/storage/images/DuzWo0molT0zHogKOtf7XvcemA6kC4NhwQKM8iFW.jpeg?asset_id=5518,Paddy field no. 2,3,Kacha Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Spring Water,,Burnt within the premises,,Yes,7,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,Fertilizer,,None,,Rainfed,,Canal Irrigation,,"[""Village Meeting ""]",10000,63,rice and Millet,201-300,None,None,None,None,"[""Farmers""]","[""2 Wheeler"",""Tempo\/Auto"",""Sumo\/Tracker""]"
5519,2019-05-16 04:13:39,Agriculture,Farm land,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.5724,93.83071,Approved,https://smartvillage.imagetrekk.com/storage/images/dEhsStFnX3gTmn8Ahi5AFwgP5fXdkHUfFyrB0Mjv.jpeg?asset_id=5519,Paddy field no. 3 near village intrence,8,Kacha Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Spring Water,,Burnt within the premises,,Yes,7,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,Fertilizer,,None,,Rainfed,,Canal Irrigation,,"[""Village Meeting ""]",10000,85,rice and millet,101-200,None,None,None,None,"[""Farmers""]","[""2 Wheeler"",""Tempo\/Auto"",""Sumo\/Tracker""]"
5520,2019-05-16 04:13:52,Agriculture,Farm land,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.57339,93.83083,Approved,https://smartvillage.imagetrekk.com/storage/images/1RkCDebc3eMQ2lMuUarWDieGQdjr3eBwyiRAeh1G.jpeg?asset_id=5520,paddy field near at village gate no. 1,5,Kacha Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Spring Water,,Burnt within the premises,,Yes,7,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,Fertilizer,,None,,Rainfed,,Canal Irrigation,,"[""Village Meeting ""]",10000,52,rice and wheat,201-300,None,None,None,None,"[""Farmers""]","[""2 Wheeler"",""Tempo\/Auto"",""Sumo\/Tracker""]"
5552,2019-05-16 04:27:23,Agriculture,Farm land,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.56637,93.84103,Approved,https://smartvillage.imagetrekk.com/storage/images/Ff7ncCrAshEn2S3EDwp7iZhVnA6fvjLWmrZwrfrP.jpeg?asset_id=5552,kiwi garden no. 5,2,Kacha Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",1,Spring Water,,Burnt within the premises,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,Fertilizer,,None,,Rainfed,,Sprinklers,,"[""Village Meeting ""]",10000,100,kiwi,201-300,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load"",""2 Wheeler"",""Tempo\/Auto""]"
5553,2019-05-16 04:28:07,Agriculture,Farm land,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.56634,93.84097,Approved,https://smartvillage.imagetrekk.com/storage/images/F4ZBtmRV94vZIGCNCoxrKn9y8EwQTX9ZlTiT3NEC.jpeg?asset_id=5553,kiwi garden no. (4),3,Kacha Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",1,Spring Water,,Burnt within the premises,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,Fertilizer,,None,,Rainfed,,Sprinklers,,"[""Village Meeting ""]",10000,100,kiwi,201-300,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""2 Wheeler"",""Tempo\/Auto"",""Head Load"",""Others""]"
5624,2019-05-16 13:07:46,Agriculture,Farm land,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.56803,93.84593,Approved,https://smartvillage.imagetrekk.com/storage/images/k6GjLrR2uyIQSMQLcXdwuidoFNmPtntYsiaXlFkI.jpeg?asset_id=5624,"Private Multi purpose Garden owned by Tage Yatung, Pig farm, Grenery, Bamboo, and vegetables all are one garden. Farmer need financial help for more cultivation",3,Kacha Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",2,Spring Water,,Burnt within the premises,,Yes,7,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,Fertilizer,,Lath/Bamboo,,Rainfed,,Sprinklers,,"[""Village Meeting ""]",0,1000,"bamboo, kiwi, maize, every vegetables etc",101-200,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""2 Wheeler"",""Tempo\/Auto"",""Sumo\/Tracker""]"
5735,2019-05-18 05:43:33,Agriculture,Farm land,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.57109,93.84534,Approved,https://smartvillage.imagetrekk.com/storage/images/7QWdoXKnJo00Zv12T4T3fRvIBhjslDYBAq7Zgtq5.jpeg?asset_id=5735,private kiwi garden no. 7,2,Kacha Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",2,Spring Water,,Burnt within the premises,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,Fertilizer,,None,,Rainfed,,Sprinklers,,"[""Village Meeting ""]",10000,250,kiwi fruits,201-300,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""2 Wheeler"",""Tempo\/Auto"",""Sumo\/Tracker"",""Others""]"
5736,2019-05-18 05:44:17,Agriculture,Farm land,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.56949,93.84584,Approved,https://smartvillage.imagetrekk.com/storage/images/2Z7CKQxHvp1mKWzCMTKbCAk8gmZWZufcnxH50bPb.jpeg?asset_id=5736,private kiwi garden no. 6,3,Pakka Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",2,Spring Water,,Burnt within the premises,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,Fertilizer,,Lath/Bamboo,,Rainfed,,Sprinklers,,"[""Village Meeting ""]",10000,100,kiwi fruits,201-300,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""2 Wheeler"",""Tempo\/Auto"",""Sumo\/Tracker"",""Others""]"
5839,2019-05-21 03:13:12,Agriculture,Farm land,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.5765,93.84677,Approved,https://smartvillage.imagetrekk.com/storage/images/LZQAsE8eNGxgT8HqtfsWOpvXnoW1C1GcM6TibZ3s.jpeg?asset_id=5839,kiwi farm,1,Kacha Road,2.5,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",2,Others,rain water,Discarded in Open Field,,Yes,3,No,,None,,,,,,,Others,no records,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,no irrigation,"[""Others""]",15000,2000,kiwi,1-100,None,None,None,None,"[""Farmers"",""Others""]","[""Head Load""]"
5841,2019-05-21 03:13:31,Agriculture,Farm land,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.57779,93.84813,Approved,https://smartvillage.imagetrekk.com/storage/images/citwuHQEb9ziORj0Eq54Uj8fct688uXtt2EeSCh8.jpeg?asset_id=5841,kiwi farm,1,Kacha Road,2.5,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",1,Others,rain water,Discarded in Open Field,,Yes,2,No,,None,,,,,,,Others,no records,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,no irrigation,"[""Others""]",10000,1500,kiwi,1-100,None,None,None,None,"[""Farmers"",""Others""]","[""Head Load""]"
5865,2019-05-21 03:18:11,Agriculture,Farm land,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.57758,93.84528,Approved,https://smartvillage.imagetrekk.com/storage/images/8FNXo2hbsBiEY6gM9ViuEE4a4s22ulcNIrqwRvZe.jpeg?asset_id=5865,kiwi farm,1,Pakka Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",2,Others,rain water,Discarded in Open Field,,Yes,2,No,,None,,,,,,,Others,no records,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,no irrigation,"[""Others""]",30000,10000,kiwi,1-100,None,None,None,None,"[""Farmers"",""Others""]","[""Head Load""]"
5952,2019-05-21 09:57:03,Agriculture,Farm land,shri joram nera,Private,In Use,Lower Subansiri,Yachuli,Jara,27.51786,93.77784,Approved,https://smartvillage.imagetrekk.com/storage/images/eRD9n3vZgZYQ0JULgPupbdybRH1j5gK2Q7lfkBMF.jpeg?asset_id=5952,"paddy field, actual located at Migo Jara Village.",6,Pakka Road,0.5,2G Reliable,"[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0,River or Canal,,Discarded in Open Field,,No,,No,,None,,,,,,,Others,None,"[""None""]",No,,No,,None,,None,,Lath/Bamboo,,River/Stream,,Others,None,"[""Others""]",5000,500,Rice only,1-100,None,None,None,None,"[""None"",""Farmers"",""Others""]","[""Head Load"",""Sumo\/Tracker"",""Mini Luggage Transport Vehicle""]"
5953,2019-05-21 09:57:16,Agriculture,Farm land,shri joram nera,Private,In Use,Lower Subansiri,Yachuli,Jara,27.51876,93.77779,Approved,https://smartvillage.imagetrekk.com/storage/images/SJ1M3rHqwXlGIGJKwGwjpc3CWlZba5REmOgQAgSz.jpeg?asset_id=5953,Bamboo1,11,Pakka Road,0.5,2G Reliable,"[""Vodafone"",""Airtel""]","[""Vodafone"",""Airtel""]","[""Vodafone"",""Airtel""]","[""Vodafone"",""Airtel""]","[""Vodafone"",""Airtel""]","[""Vodafone"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0,Others,Rain,Discarded in Open Field,,No,,No,,None,,,,,,,Others,None,"[""None""]",No,,No,,None,,None,,Lath/Bamboo,,Rainfed,,Others,None,"[""Others""]",1000,1000,Bamboo garden,1-100,None,None,None,None,"[""Farmers"",""NGO"",""Others""]","[""Mini Luggage Transport Vehicle"",""Huge Luggage Transport Vehicle"",""Head Load""]"
6157,2019-05-24 02:22:19,Agriculture,Farm land,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58088,93.85551,Pending,https://smartvillage.imagetrekk.com/storage/images/9DJAg1qOvXrOj0RozJa60d7SvqQJmgj0dmxkukUX.jpeg?asset_id=6157,kiwi farm,1,Kacha Road,4,2G Unreliable,"[""Vodafone"",""BSNL""]","[""Vodafone"",""BSNL""]","[""Vodafone"",""BSNL""]","[""Vodafone"",""BSNL""]","[""Vodafone"",""BSNL""]","[""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",2,Others,rain water,Discarded in Open Field,,Yes,2,Yes,2,None,,,,,,,Others,no records,"[""None""]",No,,No,,Local Supplier,,Fertilizer,,None,,Rainfed,,Others,no irrigation,"[""Others""]",5000,0,kiwi,1-100,None,None,None,None,"[""Farmers"",""Others""]","[""Head Load""]"
6257,2019-05-25 08:45:41,Agriculture,Farm land,nending tasser,Government,In Use,Lower Subansiri,Ziro,Michi,27.58927,93.85053,Approved,https://smartvillage.imagetrekk.com/storage/images/iCqZJyCdu5iCw76QYA6lXLqoAGNy2ncoghJjN4Td.jpeg?asset_id=6257,farm land,3,Footway,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",10,Ground Water,,Discarded in Water Bodies,,No,,No,,None,,,,,,,Others,no record maintain,"[""None""]",No,,No,,None,,Pesticide,,None,,Ground Water,,Others,no mechanism used,"[""Others""]",5000,80000,crop and til,>300,None,None,None,None,"[""Others""]","[""Head Load""]"
6340,2019-05-27 08:49:43,Agriculture,Farm land,toi ete,Private,In Use,West Siang,Aalo,Kugi Pomte,28.04347,93.64887,Pending,https://smartvillage.imagetrekk.com/storage/images/nbClN7rRnRal6ipVFgHP0W5BMu6Myw8BuG43UgIE.jpeg?asset_id=6340,good condition,2,Pakka Road,5,4G+ Reliable,"[""Vodafone""]","[""Vodafone""]","[""Vodafone""]","[""Vodafone""]","[""Vodafone""]","[""Vodafone""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",2,River or Canal,,Burnt within the premises,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,None,,None,,Lath/Bamboo,,River/Stream,,Canal Irrigation,,"[""Others""]",2000,30000,"Rice, mize",1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]"
6343,2019-05-27 10:28:34,Agriculture,Farm land,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58533,93.85271,Approved,https://smartvillage.imagetrekk.com/storage/images/rczKBT8cDyggUSvPsRzmuWQcA5w2LXCNRIpEMbXo.jpeg?asset_id=6343,kiwi farm,1,Kacha Road,3.5,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",1,Others,rain water,Discarded in Open Field,,Yes,2,No,,None,,,,,,,Others,no records,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,no irrigation,"[""Others""]",10000,15000,kiwu,1-100,None,None,None,None,"[""Farmers"",""Others""]","[""Head Load""]"
6345,2019-05-27 10:28:35,Agriculture,Farm land,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58616,93.85461,Approved,https://smartvillage.imagetrekk.com/storage/images/d7qWgr3vCaO7y6BOf1xIpTsqL3XS4sumxXEBvtpo.jpeg?asset_id=6345,kiwi farm,1,Kacha Road,3.5,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",1,River or Canal,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,Others,no records,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Canal Irrigation,,"[""Others""]",10000,15000,kiwi,1-100,None,None,None,None,"[""Farmers"",""Others""]","[""Head Load""]"
6358,2019-05-27 10:28:37,Agriculture,Farm land,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58568,93.85603,Approved,https://smartvillage.imagetrekk.com/storage/images/assPfgTfeSBiJ3Trj6wPoxbCi5VMRpdBw6oU7PbQ.jpeg?asset_id=6358,kiwi farm,1,Kacha Road,3.5,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",1,Water from Government,,Discarded in Open Field,,Yes,3,Yes,2,None,,,,,,,Others,no records,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,no irrigation,"[""Others""]",10000,20000,kiwi,1-100,None,None,None,None,"[""Farmers"",""Others""]","[""Head Load""]"
6366,2019-05-27 10:28:39,Agriculture,Farm land,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58327,93.85791,Approved,https://smartvillage.imagetrekk.com/storage/images/vNB80U23s5iCK443Lrb2lSb15yHtyDNqibiuxPyE.jpeg?asset_id=6366,kiwi farm,1,Kacha Road,3.5,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",1,Others,rain water,Discarded in Open Field,,Yes,2,No,,None,,,,,,,Others,no records,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,no irrigation,"[""Others""]",15000,2000,kiwi,1-100,None,None,None,None,"[""Farmers"",""Others""]","[""Head Load""]"
6368,2019-05-27 10:28:40,Agriculture,Farm land,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58325,93.85536,Approved,https://smartvillage.imagetrekk.com/storage/images/6ma6yBWbWTZvW2MiPGiuHUyNUzHPyWrllPL6WjfO.jpeg?asset_id=6368,kiwi farm,1,Kacha Road,3.8,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",1,Others,rain water,Discarded in Open Field,,Yes,2,No,,None,,,,,,,Others,no records,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,no irrigation,"[""Others""]",5000,2000,kiwi,1-100,None,None,None,None,"[""Farmers"",""Others""]","[""Head Load""]"
